bus_id,gpsX,gpsY,address_1,address_2,arsId,station_name
3216,127.084359006,37.5422108084,광진구,구의동,104000054,광진경찰서
3216,127.083977653,37.545249575,광진구,능동,104000049,구의사거리.광진소방서앞
3216,127.0772312737,37.546028221,광진구,능동,104000050,어린이회관
3216,127.0770314953,37.5520458638,광진구,능동,104000047,어린이대공원앞
3216,127.0786346746,37.5551766839,광진구,능동,104000048,능동사거리.군자역
3216,127.0756461481,37.5587409868,광진구,중곡동,104000001,군자교입구
3216,127.0749002776,37.5587937258,광진구,군자동,104000002,군자교입구
3216,127.07882,37.556322,광진구,군자동,104000160,능동사거리.군자역
3216,127.0769927342,37.5528739948,광진구,군자동,104000159,능동교회앞
3216,127.07544,37.549752,광진구,군자동,104000158,어린이대공원앞.세종대학교
3216,127.0752457939,37.5466954123,광진구,화양동,104000138,어린이대공원역3번출구
3216,127.0792516957,37.5452618523,광진구,화양동,104000290,어린이회관
3216,127.08458049,37.5449328603,광진구,구의동,104000051,구의사거리.광진소방서앞
3216,127.0836883111,37.5415336614,광진구,구의동,104000052,광진경찰서
3216,127.0831530574,37.5384883339,광진구,자양동,104000082,광진구청
3216,127.0848057104,37.5329553244,광진구,자양동,104000095,자양동잠실대교북단
3217,127.061162321,37.5365680167,광진구,자양동,104000127,영동대교북단
3217,127.0626912618,37.5395029881,광진구,자양동,104000123,노룬산시장
3217,127.0672788711,37.5408268775,광진구,자양동,104000124,건대입구역6번출구
3217,127.0709898289,37.5401911408,광진구,화양동,104000304,건대입구(가상)
3217,127.071263851,37.5409809431,광진구,화양동,104000139,건대입구역사거리.건대병원
3217,127.0735881785,37.5459043941,광진구,화양동,104000141,어린이대공원역.화양천주교회
3217,127.0713618582,37.5480152246,광진구,군자동,104000157,광진광장
3220,127.0936875546,37.5433887171,광진구,광장동,104000072,올림픽대교북단사거리
3220,127.0890507143,37.5449638155,광진구,구의동,104000062,래미안구의파크스위트
3220,127.0836883111,37.5415336614,광진구,구의동,104000052,광진경찰서
3220,127.0831530574,37.5384883339,광진구,자양동,104000082,광진구청
3220,127.0826036011,37.5368892729,광진구,자양동,104000083,자양사거리
3220,127.0786588147,37.5378444255,광진구,자양동,104000085,자양초등학교앞
3220,127.0749259086,37.538949007,광진구,화양동,104000087,건국대학교앞
3220,127.0709898289,37.5401911408,광진구,화양동,104000304,건대입구(가상)
3220,127.071263851,37.5409809431,광진구,화양동,104000139,건대입구역사거리.건대병원
3220,127.0735881785,37.5459043941,광진구,화양동,104000141,어린이대공원역.화양천주교회
3220,127.0713618582,37.5480152246,광진구,군자동,104000157,광진광장
3220,127.0686841693,37.5483288986,광진구,군자동,104000293,화양사거리
3220,127.0695975111,37.5517044591,광진구,군자동,104000142,송정동서울숲아이파크
3220,127.0712504226,37.5545968873,광진구,군자동,104000143,송정동건영아파트
3220,127.0727879339,37.557410967,광진구,군자동,104000144,군자교남단
3220,127.0715209148,37.5477151717,광진구,화양동,104000133,광진광장
3220,127.0736284938,37.5466216409,광진구,화양동,104000134,어린이대공원역.화양천주교회
3220,127.072222,37.543765,광진구,화양동,104000135,서울화양초등학교
3220,127.0714727877,37.5421084758,광진구,화양동,104000170,건대병원입구
3220,127.0748753929,37.5384461141,광진구,자양동,104000112,건국대학교앞
3220,127.078796484,37.5374793895,광진구,자양동,104000086,자양초등학교앞
3220,127.0821044683,37.5367503042,광진구,자양동,104000084,자양사거리
3220,127.0835191184,37.538986382,광진구,구의동,104000055,광진구청
3220,127.084359006,37.5422108084,광진구,구의동,104000054,광진경찰서
3220,127.089103536,37.5446546999,광진구,구의동,104000057,래미안구의파크스위트
3220,127.0932099949,37.5433926994,광진구,구의동,104000071,올림픽대교북단사거리
4212,127.061162321,37.5365680167,광진구,자양동,104000127,영동대교북단
4212,127.0626912618,37.5395029881,광진구,자양동,104000123,노룬산시장
4212,127.0672788711,37.5408268775,광진구,자양동,104000124,건대입구역6번출구
4212,127.0709898289,37.5401911408,광진구,화양동,104000304,건대입구(가상)
4212,127.071263851,37.5409809431,광진구,화양동,104000139,건대입구역사거리.건대병원
4212,127.0735881785,37.5459043941,광진구,화양동,104000141,어린이대공원역.화양천주교회
4212,127.0770314953,37.5520458638,광진구,능동,104000047,어린이대공원앞
4212,127.0786346746,37.5551766839,광진구,능동,104000048,능동사거리.군자역
4212,127.0811551751,37.5598402672,광진구,중곡동,104000020,중곡2동주민센터앞
4212,127.0828471665,37.5630899336,광진구,중곡동,104000021,중곡동성당앞
4212,127.0833601348,37.5638882429,광진구,중곡동,104000022,종합의료복합단지
4212,127.0845454928,37.5660464177,광진구,중곡동,104000040,중곡역.국립정신건강센터
4212,127.0855902354,37.5679334531,광진구,중곡동,104000039,용곡삼거리
4212,127.0831369585,37.5706350167,광진구,중곡동,104000036,면곡시장앞
4212,127.0826418853,37.5684915275,광진구,중곡동,104000035,중곡3동주민센터앞
4212,127.0817412475,37.5668530679,광진구,중곡동,104000033,중곡역입구
4212,127.0809971715,37.5654974368,광진구,중곡동,104000031,중마초등학교.중곡제일골목시장앞
4212,127.0818720972,37.5622907455,광진구,중곡동,104000018,용마사거리
4212,127.0808552636,37.5598837254,광진구,중곡동,104000019,중곡2동주민센터앞
4212,127.07882,37.556322,광진구,군자동,104000160,능동사거리.군자역
4212,127.0769927342,37.5528739948,광진구,군자동,104000159,능동교회앞
4212,127.07544,37.549752,광진구,군자동,104000158,어린이대공원앞.세종대학교
4212,127.0736284938,37.5466216409,광진구,화양동,104000134,어린이대공원역.화양천주교회
4212,127.072222,37.543765,광진구,화양동,104000135,서울화양초등학교
4212,127.07095,37.540929,광진구,화양동,104000136,건대입구역사거리.건대병원
4212,127.0681672642,37.5408957525,광진구,화양동,104000137,건대입구역1번출구
9403,127.0858514017,37.5321201527,광진구,자양동,104000101,자양동잠실대교북단
9403,127.0844077778,37.5352822425,광진구,자양동,104000291,동서울우편집중국앞
9403,127.0835191184,37.538986382,광진구,구의동,104000055,광진구청
9403,127.0846474366,37.5430873683,광진구,구의동,104000053,광진경찰서
9403,127.0863480831,37.5458173579,광진구,구의동,104000061,구의사거리
9403,127.08958588,37.5486416815,광진구,구의동,104000059,구의2동주민센터입구
9403,127.0905075507,37.5508666828,광진구,구의동,104000165,어린이대공원후문
9403,127.0886689538,37.5541967204,광진구,중곡동,104000046,중곡동입구
9403,127.0879297616,37.5583189468,광진구,중곡동,104000045,신성시장
9403,127.0873093515,37.5626950451,광진구,중곡동,104000044,중곡동종점
9403,127.0869681157,37.5641992207,광진구,중곡동,104000043,대원고교앞
9403,127.0863735321,37.5678680041,광진구,중곡동,104000042,용암사입구
9403,127.0843249567,37.5662294972,광진구,중곡동,104000273,중곡역.국립정신건강센터
9403,127.0833948064,37.5645270931,광진구,중곡동,104000274,종합의료복합단지
9403,127.0825248466,37.5629643086,광진구,중곡동,104000275,중곡동성당
9403,127.0808552636,37.5598837254,광진구,중곡동,104000019,중곡2동주민센터앞
9403,127.07882,37.556322,광진구,군자동,104000160,능동사거리.군자역
9403,127.0769927342,37.5528739948,광진구,군자동,104000159,능동교회앞
9403,127.07544,37.549752,광진구,군자동,104000158,어린이대공원앞.세종대학교
9403,127.0752457939,37.5466954123,광진구,화양동,104000138,어린이대공원역3번출구
9403,127.0792516957,37.5452618523,광진구,화양동,104000290,어린이회관
9403,127.08458049,37.5449328603,광진구,구의동,104000051,구의사거리.광진소방서앞
9403,127.0836883111,37.5415336614,광진구,구의동,104000052,광진경찰서
9403,127.0831530574,37.5384883339,광진구,자양동,104000082,광진구청
9403,127.0848057104,37.5329553244,광진구,자양동,104000095,자양동잠실대교북단
240,127.0831369585,37.5706350167,광진구,중곡동,104000036,면곡시장앞
240,127.0826418853,37.5684915275,광진구,중곡동,104000035,중곡3동주민센터앞
